timestamp,ev_user_id,device_id,role,location,geo_coordinates,charger_id,session_duration,power_usage,behavior_context,risk_score,access_granted
2025-07-09T03:22:12.693981,evuser_051,71:7a:a7:05:e3:42,admin,manchester,"52.34416,-0.60813",CHG-073,81.77,35.74,normal,0.2,True
2025-07-03T22:17:12.693981,evuser_052,c8:b1:46:0e:c5:37,admin,birmingham,"53.36482,-1.96950",CHG-056,89.51,40.34,normal,0.2,True
2025-07-31T19:59:12.694980,evuser_053,0d:b7:4e:41:6b:7e,fleet,birmingham,"52.97357,-1.87686",CHG-030,42.02,25.39,normal,0.0,True
2025-07-17T17:27:12.694980,evuser_054,be:9d:93:d0:8a:c4,user,birmingham,"52.76097,-2.05194",CHG-085,40.4,19.86,normal,0.0,True
2025-07-04T21:02:12.694980,evuser_055,9f:9c:a1:31:ac:eb,admin,london,"53.37842,-1.95488",CHG-026,80.86,15.93,normal,0.0,True
2025-07-11T04:48:12.694980,evuser_056,78:be:69:b9:4e:53,user,london,"52.76253,-1.56288",CHG-079,99.16,37.63,normal,0.0,True
2025-08-06T18:27:12.694980,evuser_057,9a:34:11:0b:04:06,fleet,manchester,"52.41869,-1.88029",CHG-049,33.97,43.71,normal,0.2,True
2025-07-24T03:20:12.694980,evuser_058,2d:ef:4d:e1:69:4b,fleet,london,"52.58622,-1.65885",CHG-061,92.52,5.23,normal,0.2,True
2025-06-21T19:34:12.694980,evuser_059,a5:23:ad:10:d7:dd,admin,birmingham,"52.50761,-0.76374",CHG-066,16.23,38.05,normal,0.0,True
2025-08-09T07:15:12.694980,evuser_060,c0:7e:d1:56:06:46,admin,manchester,"52.68382,-1.62492",CHG-090,24.19,29.91,normal,0.2,True
2025-06-19T16:30:12.694980,evuser_061,a5:f0:4d:dc:4c:b6,user,london,"52.43156,-0.50920",CHG-042,12.74,34.22,normal,0.0,True
2025-06-17T07:39:12.694980,evuser_062,df:94:6a:eb:1a:e3,admin,birmingham,"52.36916,-2.26317",CHG-042,64.3,42.59,normal,0.0,True
2025-07-01T08:42:12.694980,evuser_063,c3:16:f0:6d:d4:c0,fleet,birmingham,"52.87498,-1.10504",CHG-089,95.55,42.6,normal,0.0,True
2025-07-02T01:27:12.694980,evuser_064,b1:b4:0d:89:b5:55,user,london,"53.39255,-1.95937",CHG-039,52.76,28.22,normal,0.2,True
2025-07-07T21:17:12.694980,evuser_065,55:2f:8a:09:cb:0b,admin,manchester,"53.24040,-1.16759",CHG-007,91.7,1.74,normal,0.0,True
2025-08-02T01:41:12.694980,evuser_066,fa:dd:b8:6f:d7:05,admin,london,"52.33624,-2.08411",CHG-027,96.19,48.5,normal,0.0,True
2025-07-26T16:13:12.694980,evuser_067,84:df:33:82:cc:7a,admin,birmingham,"52.58708,-0.57657",CHG-048,113.93,31.52,normal,0.0,True
2025-07-18T18:07:12.694980,evuser_068,a9:32:50:f2:b2:d6,user,manchester,"53.37638,-2.16134",CHG-044,113.25,40.75,normal,0.0,True
2025-07-20T09:23:12.694980,evuser_069,c4:ec:29:6b:38:b0,user,london,"52.29673,-2.09547",CHG-037,51.45,26.99,normal,0.2,True
2025-07-13T21:07:12.694980,evuser_070,89:aa:7c:1b:1e:62,fleet,birmingham,"52.70007,-1.80897",CHG-073,62.87,7.53,normal,0.2,True
2025-06-23T06:45:12.694980,evuser_071,fc:8b:a1:95:8a:43,user,birmingham,"52.64893,-1.24745",CHG-042,8.84,16.52,normal,0.0,True
2025-07-13T17:07:12.694980,evuser_072,3f:09:2e:cc:35:00,fleet,birmingham,"52.40663,-1.24612",CHG-054,41.35,42.47,normal,0.0,True
2025-07-08T10:22:12.694980,evuser_073,ad:44:80:c0:0b:83,user,manchester,"52.52386,-0.75639",CHG-016,112.3,27.36,normal,0.0,True
2025-07-24T09:29:12.694980,evuser_074,65:4a:4c:07:50:d1,user,london,"52.22718,-1.66104",CHG-065,13.05,39.92,normal,0.2,True
2025-06-25T09:38:12.694980,evuser_075,94:e0:ca:8a:95:72,admin,manchester,"51.47571,-1.06676",CHG-002,93.72,20.33,normal,0.0,True
2025-07-18T06:53:12.694980,evuser_076,ea:a3:d1:b0:cc:01,user,manchester,"53.10812,-0.95957",CHG-059,118.3,29.15,normal,0.0,True
2025-08-09T02:20:12.694980,evuser_077,6c:c9:4f:1a:0d:c6,user,london,"51.99005,-1.93615",CHG-045,16.28,48.77,normal,0.0,True
2025-07-29T17:36:12.694980,evuser_078,73:9a:25:4b:e6:5c,admin,london,"51.68455,0.19786",CHG-099,51.33,47.99,normal,0.2,True
2025-07-07T03:41:12.694980,evuser_079,ec:9b:40:cc:b3:e7,fleet,manchester,"52.93522,-1.13094",CHG-052,38.57,20.42,normal,0.2,True
2025-07-22T07:27:12.694980,evuser_080,18:fe:04:68:f8:f4,admin,london,"52.96969,-0.61145",CHG-096,38.09,5.78,normal,0.0,True
2025-06-30T17:45:12.694980,evuser_081,2f:24:de:1c:51:85,admin,london,"52.42160,0.19903",CHG-028,119.37,23.34,normal,0.2,True
2025-06-10T19:08:12.694980,evuser_082,4d:56:6b:d7:45:14,user,london,"52.65513,0.10836",CHG-086,54.11,11.78,normal,0.0,True
2025-06-09T08:59:12.694980,evuser_083,23:c3:43:a9:d7:e6,user,manchester,"53.11414,-0.24606",CHG-051,91.06,31.51,normal,0.0,True
2025-07-16T11:14:12.694980,evuser_084,cb:71:ac:98:0d:69,user,manchester,"52.03465,0.07680",CHG-052,65.55,14.01,normal,0.0,True
2025-06-14T13:32:12.694980,evuser_085,80:5b:aa:bc:f7:5f,user,birmingham,"51.93476,-1.29023",CHG-077,111.14,28.7,normal,0.2,True
2025-07-12T23:46:12.694980,evuser_086,3b:ab:ad:51:f6:71,admin,manchester,"53.35326,-0.26967",CHG-092,13.18,43.24,normal,0.0,True
2025-07-18T04:02:12.694980,evuser_087,57:dd:c3:ca:b1:5d,user,birmingham,"53.08761,-1.66626",CHG-070,116.67,21.53,normal,0.0,True
2025-08-03T22:26:12.694980,evuser_088,06:3f:9b:33:c4:52,admin,birmingham,"51.63779,-1.20681",CHG-079,25.17,11.33,normal,0.0,True
2025-07-13T05:40:12.694980,evuser_089,b5:a1:35:0f:d8:9e,fleet,birmingham,"52.65625,-1.59269",CHG-026,93.43,8.25,normal,0.0,True
2025-07-17T11:57:12.694980,evuser_090,f4:68:d1:ed:b5:ac,user,manchester,"52.09238,-1.79459",CHG-082,13.35,24.93,normal,0.0,True
2025-06-15T04:08:12.694980,evuser_091,9b:4a:0a:46:de:b4,fleet,birmingham,"52.45034,-1.24857",CHG-086,46.22,46.24,normal,0.0,True
2025-07-03T23:48:12.694980,evuser_092,b6:61:9c:25:bb:4e,admin,manchester,"51.93371,-2.17774",CHG-057,52.88,14.13,normal,0.2,True
2025-06-24T15:27:12.694980,evuser_093,cb:fe:b8:0a:27:84,fleet,birmingham,"52.79629,-1.79414",CHG-095,87.25,24.1,normal,0.2,True
2025-07-18T02:05:12.694980,evuser_094,ee:29:73:4c:fb:ec,admin,birmingham,"52.44401,-1.99575",CHG-038,21.89,34.05,normal,0.0,True
2025-07-02T03:00:12.694980,evuser_095,a4:68:20:00:0e:3b,fleet,birmingham,"53.32868,-0.90048",CHG-025,16.6,25.69,normal,0.0,True
2025-08-06T08:01:12.694980,evuser_096,3b:31:3b:c2:e9:17,user,london,"53.08515,-1.20801",CHG-082,99.4,39.93,normal,0.0,True
2025-06-30T23:59:12.694980,evuser_097,31:af:90:2e:e0:0b,admin,manchester,"51.96030,0.19171",CHG-009,85.82,22.46,normal,0.0,True
2025-08-07T18:33:12.694980,evuser_098,6c:46:d6:af:a0:fe,fleet,manchester,"52.55359,-1.65218",CHG-004,85.19,30.2,normal,0.2,True
2025-07-10T04:49:12.694980,evuser_099,93:a9:9f:17:0c:2e,fleet,london,"52.64149,-1.36788",CHG-002,7.0,1.24,normal,0.0,True
2025-06-19T03:41:12.694980,evuser_000,5f:7f:18:7b:c6:0d,user,manchester,"51.75822,-0.85390",CHG-006,75.93,35.21,normal,0.0,True
2025-07-09T18:47:12.694980,evuser_001,64:14:fd:52:c1:ef,admin,birmingham,"52.29193,-1.83801",CHG-088,17.41,9.17,normal,0.2,True
2025-07-31T15:36:12.694980,evuser_002,fe:7c:47:7e:ea:60,user,london,"53.15773,-2.07699",CHG-005,15.32,6.46,normal,0.2,True
2025-07-30T22:22:12.694980,evuser_003,55:3a:0e:43:3e:00,admin,manchester,"52.83299,-0.98845",CHG-004,68.42,6.29,normal,0.0,True
2025-08-01T11:02:12.694980,evuser_004,a3:54:90:00:ca:e6,admin,london,"51.30150,-2.02298",CHG-039,24.21,18.26,normal,0.0,True
2025-07-16T04:36:12.694980,evuser_005,4b:2f:52:cf:2f:68,fleet,birmingham,"52.57325,-1.08395",CHG-008,36.71,25.85,normal,0.2,True
2025-06-30T18:45:12.694980,evuser_006,19:4f:0a:5d:c2:2d,user,birmingham,"51.34410,-1.75664",CHG-099,72.36,21.35,normal,0.0,True
2025-08-08T21:52:12.694980,evuser_007,e2:55:d7:5c:48:80,admin,birmingham,"51.60305,-1.64519",CHG-023,103.78,35.73,normal,0.0,True
2025-06-07T14:16:12.694980,evuser_008,6a:b8:7f:52:02:7f,admin,birmingham,"52.60868,-2.02406",CHG-074,5.03,3.98,normal,0.2,True
2025-07-09T20:23:12.694980,evuser_009,50:4a:9a:78:09:bd,user,birmingham,"52.42432,-1.25040",CHG-027,71.52,1.28,normal,0.0,True
2025-07-28T07:27:12.694980,evuser_010,ef:09:60:2d:01:c2,admin,manchester,"52.83187,0.19344",CHG-035,58.93,6.14,normal,0.0,True
2025-08-05T20:12:12.694980,evuser_011,49:c5:34:6e:5f:2d,admin,manchester,"51.41697,-2.13929",CHG-073,14.4,36.51,normal,0.0,True
2025-06-23T02:59:12.694980,evuser_012,37:65:24:6b:d6:ea,admin,manchester,"52.58773,-0.22449",CHG-077,68.76,35.42,normal,0.0,True
2025-07-04T19:06:12.694980,evuser_013,e0:58:e8:9b:8f:53,user,manchester,"51.77577,-0.69017",CHG-010,105.67,16.29,normal,0.0,True
2025-07-21T09:30:12.694980,evuser_014,76:96:3f:62:aa:ea,admin,manchester,"51.94719,-0.14250",CHG-062,113.16,26.75,normal,0.2,True
2025-07-04T18:42:12.694980,evuser_015,2a:8f:27:55:74:1b,admin,manchester,"51.89916,-0.15616",CHG-017,111.06,29.93,normal,0.0,True
2025-07-05T08:46:12.694980,evuser_016,b1:65:91:9a:97:b9,admin,london,"51.41932,-1.38740",CHG-017,14.34,1.27,normal,0.0,True
2025-06-20T05:35:12.694980,evuser_017,f4:38:64:0b:cc:13,user,birmingham,"51.57161,-0.35648",CHG-061,52.7,26.1,normal,0.2,True
2025-07-07T09:55:12.694980,evuser_018,a5:9e:df:09:16:7e,fleet,manchester,"52.75267,-1.63248",CHG-075,55.66,10.1,normal,0.2,True
2025-08-05T07:07:12.694980,evuser_019,99:30:bb:83:79:b9,user,birmingham,"53.42008,-1.95070",CHG-012,23.73,46.1,normal,0.0,True
2025-07-15T22:20:12.694980,evuser_020,a7:61:e8:3b:41:ad,user,manchester,"53.18496,-1.58953",CHG-096,16.17,34.4,normal,0.0,True
2025-07-12T03:39:12.694980,evuser_021,e8:cd:b5:1b:6f:5d,user,birmingham,"52.80712,-0.78707",CHG-001,65.53,37.57,normal,0.0,True
2025-06-08T07:41:12.694980,evuser_022,da:81:9b:33:08:3a,fleet,london,"52.72646,-1.04249",CHG-089,40.83,1.87,normal,0.2,True
2025-07-23T04:30:12.694980,evuser_023,22:65:b8:21:3d:a6,admin,london,"52.93752,-2.05527",CHG-070,49.76,12.43,normal,0.0,True
2025-07-06T14:26:12.694980,evuser_024,97:6b:c1:9a:75:0e,admin,london,"51.83182,-0.68005",CHG-027,81.19,35.6,normal,0.0,True
2025-07-03T00:41:12.694980,evuser_025,1b:93:39:23:fb:31,user,birmingham,"53.00281,-1.11830",CHG-070,82.8,33.23,normal,0.0,True
2025-07-26T23:56:12.695979,evuser_026,c4:4d:1e:3a:12:33,user,birmingham,"53.42802,-0.63897",CHG-018,99.83,29.98,normal,0.0,True
2025-06-20T16:26:12.695979,evuser_027,48:bb:8a:c2:82:05,admin,birmingham,"51.64739,-1.66921",CHG-073,74.66,26.72,normal,0.0,True
2025-06-25T15:00:12.695979,evuser_028,51:eb:53:1f:f2:39,user,manchester,"53.21813,-1.01606",CHG-093,79.32,48.4,normal,0.0,True
2025-06-21T18:34:12.695979,evuser_029,a6:83:39:bb:3d:fc,fleet,birmingham,"53.33084,-1.31935",CHG-085,100.72,1.49,normal,0.2,True
2025-06-03T00:28:12.695979,evuser_030,43:90:a5:3b:d1:56,fleet,birmingham,"53.07774,-1.65296",CHG-098,84.63,40.24,normal,0.0,True
2025-07-07T23:51:12.695979,evuser_031,11:28:58:3a:0b:f8,user,london,"53.28576,-1.90346",CHG-034,110.34,45.65,normal,0.0,True
2025-07-13T20:56:12.695979,evuser_032,f0:df:09:48:bb:c6,admin,london,"53.27370,-2.29080",CHG-035,94.84,16.19,normal,0.0,True
2025-06-26T07:51:12.695979,evuser_033,fb:8b:2a:4c:f3:57,admin,manchester,"51.39866,0.17946",CHG-013,33.37,13.76,normal,0.0,True
2025-07-19T10:48:12.695979,evuser_034,e6:3f:45:94:d2:27,user,birmingham,"51.74629,-1.31520",CHG-024,35.85,40.98,normal,0.0,True
2025-06-07T23:17:12.695979,evuser_035,f1:c4:d5:b7:19:dd,fleet,london,"53.28302,-1.26887",CHG-090,119.08,18.48,normal,0.0,True
2025-08-02T12:24:12.695979,evuser_036,31:01:e6:4e:a3:52,admin,manchester,"52.10178,-0.61313",CHG-084,78.54,34.73,normal,0.0,True
2025-07-27T07:27:12.695979,evuser_037,7e:87:98:bb:ad:a9,user,london,"53.30699,0.13983",CHG-051,59.82,25.54,normal,0.0,True
2025-06-20T13:57:12.695979,evuser_038,64:ba:76:82:06:2a,fleet,manchester,"52.56375,-1.15285",CHG-020,26.55,2.05,normal,0.2,True
2025-06-04T18:18:12.695979,evuser_039,89:54:cd:c3:72:81,user,birmingham,"53.05541,-1.40334",CHG-084,34.77,2.44,normal,0.0,True
2025-07-27T00:53:12.695979,evuser_040,ad:76:e6:3b:53:3c,fleet,birmingham,"52.41128,-1.29868",CHG-029,100.82,5.06,normal,0.0,True
2025-07-23T06:18:12.695979,evuser_041,8b:b2:c1:4a:42:c3,admin,manchester,"53.48467,-0.58621",CHG-084,86.27,3.17,normal,0.0,True
2025-07-12T07:58:12.695979,evuser_042,65:3b:f0:b6:6e:b1,admin,birmingham,"52.66282,-1.60253",CHG-008,34.69,12.31,normal,0.2,True
2025-06-22T01:49:12.695979,evuser_043,db:20:65:11:d8:7e,admin,london,"52.59448,0.05612",CHG-006,23.05,27.57,normal,0.0,True
2025-06-14T05:02:12.695979,evuser_044,4d:fa:9b:cc:ee:2d,admin,birmingham,"52.60116,-0.86933",CHG-079,73.17,25.59,normal,0.0,True
2025-08-08T23:21:12.695979,evuser_045,3b:37:9f:4b:8c:7a,fleet,manchester,"52.82204,-1.52043",CHG-070,116.9,29.67,normal,0.0,True
2025-06-24T05:38:12.695979,evuser_046,1b:d9:e2:98:43:7a,user,birmingham,"53.16182,-1.43868",CHG-049,67.45,22.55,normal,0.0,True
2025-07-25T05:10:12.695979,evuser_047,1d:59:85:de:2d:c1,fleet,manchester,"53.43196,-1.14559",CHG-086,43.2,12.69,normal,0.0,True
2025-07-22T19:40:12.695979,evuser_048,75:94:be:69:a3:e6,fleet,manchester,"52.65981,-0.90879",CHG-081,32.94,47.79,normal,0.0,True
2025-07-31T18:19:12.695979,evuser_049,e1:47:42:28:4d:b9,admin,london,"51.43224,-1.03419",CHG-028,10.72,25.49,normal,0.2,True
2025-06-20T20:13:12.695979,evuser_050,e2:cd:62:74:0a:fc,user,birmingham,"53.48343,-0.00329",CHG-040,117.61,35.7,normal,0.0,True
2025-07-08T08:35:12.695979,evuser_051,4c:fc:4a:20:bc:03,admin,birmingham,"53.15402,-1.63289",CHG-041,57.81,29.76,normal,0.0,True
2025-07-16T00:24:12.695979,evuser_052,29:4f:a2:22:66:0c,admin,birmingham,"51.35383,-1.38695",CHG-020,84.32,40.32,normal,0.0,True
2025-07-19T06:02:12.695979,evuser_053,03:47:95:e4:8d:0e,user,birmingham,"52.82347,-0.83324",CHG-033,13.71,37.07,normal,0.0,True
2025-07-12T10:04:12.695979,evuser_054,14:12:23:3a:82:81,user,manchester,"53.07206,-0.64256",CHG-042,63.39,34.49,normal,0.0,True
2025-08-04T05:59:12.695979,evuser_055,eb:a6:c4:77:cc:17,admin,manchester,"51.69857,-0.39181",CHG-025,85.57,29.53,normal,0.0,True
2025-06-29T04:55:12.695979,evuser_056,53:f0:08:02:63:de,user,manchester,"52.98113,-2.01284",CHG-072,107.93,24.42,normal,0.0,True
2025-08-08T02:55:12.695979,evuser_057,d9:80:55:a1:cf:13,admin,manchester,"51.70089,0.05128",CHG-065,47.99,32.69,normal,0.0,True
2025-08-02T07:34:12.695979,evuser_058,fe:da:d9:dd:de:c2,admin,birmingham,"52.89263,-0.12958",CHG-057,36.09,30.85,normal,0.0,True
2025-07-01T17:36:12.695979,evuser_059,39:f7:fb:16:be:e2,fleet,birmingham,"53.07445,-1.05712",CHG-075,82.86,10.17,normal,0.2,True
2025-07-06T04:39:12.695979,evuser_060,6f:42:19:81:2a:f7,fleet,london,"53.03253,-1.47657",CHG-046,38.58,35.99,normal,0.2,True
2025-06-13T08:31:12.695979,evuser_061,c1:c4:c5:3a:37:90,user,birmingham,"52.37122,-2.26755",CHG-096,107.33,38.58,normal,0.2,True
2025-06-20T05:30:12.695979,evuser_062,fc:41:9c:46:db:2a,admin,manchester,"52.26921,-2.18900",CHG-092,44.48,48.31,normal,0.0,True
2025-07-05T05:04:12.695979,evuser_063,38:7a:5a:85:ca:09,admin,birmingham,"53.14700,0.13001",CHG-016,7.66,6.26,normal,0.2,True
2025-06-17T05:22:12.695979,evuser_064,6e:f3:1d:f9:89:1c,user,birmingham,"52.03892,-0.75691",CHG-022,35.41,9.56,normal,0.0,True
2025-07-31T09:24:12.695979,evuser_065,66:06:3d:d3:1e:32,admin,manchester,"51.34297,-1.63728",CHG-005,74.85,46.63,normal,0.0,True
2025-08-06T09:31:12.695979,evuser_066,33:fb:85:64:8f:2b,admin,manchester,"53.29321,-0.55670",CHG-029,37.35,8.69,normal,0.0,True
2025-07-31T18:01:12.695979,evuser_067,88:5d:86:21:db:52,admin,birmingham,"51.68497,-2.01187",CHG-016,112.87,5.79,normal,0.0,True
2025-06-17T01:01:12.695979,evuser_068,c0:f9:03:14:bf:06,admin,manchester,"52.98777,0.09201",CHG-011,40.76,32.63,normal,0.0,True
2025-08-02T22:02:12.695979,evuser_069,d8:08:b3:5f:38:f7,fleet,manchester,"52.44736,-0.93947",CHG-081,69.71,44.48,normal,0.2,True
2025-06-17T19:00:12.695979,evuser_070,5d:c3:bf:b7:f5:04,admin,london,"52.56845,-0.04080",CHG-057,76.81,16.91,normal,0.2,True
2025-07-18T08:00:12.695979,evuser_071,cc:40:ad:e1:03:8e,admin,london,"53.35066,0.00764",CHG-080,36.22,37.26,normal,0.0,True
2025-06-21T05:38:12.695979,evuser_072,7f:e1:27:3f:7b:1c,user,birmingham,"52.72530,-1.10838",CHG-042,81.92,17.97,normal,0.0,True
2025-08-07T23:36:12.695979,evuser_073,c7:6c:51:d9:b2:14,user,manchester,"52.95090,-1.65569",CHG-067,28.08,47.79,normal,0.0,True
2025-07-28T16:02:12.695979,evuser_074,7e:9c:ae:b1:35:5e,fleet,birmingham,"53.30938,-1.49237",CHG-029,59.83,28.44,normal,0.0,True
